Sample Name	Protocol REF	Date	Performer	Parameter Value[chromatography instrument]	Parameter Value[chromatography column]	Parameter Value[elution program]	Extract Name	Protocol REF	Date	Performer	MS Assay Name	Parameter Value[randomized run order]	Parameter Value[injection mode]	Parameter Value[instrument]	Parameter Value[scan polarity]	Raw Spectral Data File
studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#2_sample#2_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#2_sample#2_tears_extract-10	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-10_run-0	10	GC	Agilent QTOF	negative	acquired-data-10_platform-GC_negative_run-0.mzml.gz
studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#2_sample#3_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#2_sample#3_tears_extract-11	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-11_run-0	11	GC	Agilent QTOF	negative	acquired-data-11_platform-GC_negative_run-0.mzml.gz
studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#3_sample#0_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#3_sample#0_tears_extract-12	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-12_run-0	12	GC	Agilent QTOF	negative	acquired-data-12_platform-GC_negative_run-0.mzml.gz
studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#3_sample#1_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#3_sample#1_tears_extract-13	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-13_run-0	13	GC	Agilent QTOF	negative	acquired-data-13_platform-GC_negative_run-0.mzml.gz
studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#3_sample#2_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#3_sample#2_tears_extract-14	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-14_run-0	14	GC	Agilent QTOF	negative	acquired-data-14_platform-GC_negative_run-0.mzml.gz
studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#3_sample#3_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#3_sample#3_tears_extract-15	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-15_run-0	15	GC	Agilent QTOF	negative	acquired-data-15_platform-GC_negative_run-0.mzml.gz
studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#4_sample#0_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#4_sample#0_tears_extract-16	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-16_run-0	16	GC	Agilent QTOF	negative	acquired-data-16_platform-GC_negative_run-0.mzml.gz
studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#4_sample#1_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#4_sample#1_tears_extract-17	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-17_run-0	17	GC	Agilent QTOF	negative	acquired-data-17_platform-GC_negative_run-0.mzml.gz
studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#4_sample#2_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#4_sample#2_tears_extract-18	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-18_run-0	18	GC	Agilent QTOF	negative	acquired-data-18_platform-GC_negative_run-0.mzml.gz
studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#4_sample#3_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_319e8aa8-a116-4418-8f66-95636f47d014_subject#4_sample#3_tears_extract-19	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-19_run-0	19	GC	Agilent QTOF	negative	acquired-data-19_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#0_sample#0_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#0_sample#0_tears_extract-20	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-20_run-0	20	GC	Agilent QTOF	negative	acquired-data-20_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#0_sample#1_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#0_sample#1_tears_extract-21	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-21_run-0	21	GC	Agilent QTOF	negative	acquired-data-21_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#0_sample#2_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#0_sample#2_tears_extract-22	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-22_run-0	22	GC	Agilent QTOF	negative	acquired-data-22_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#0_sample#3_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#0_sample#3_tears_extract-23	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-23_run-0	23	GC	Agilent QTOF	negative	acquired-data-23_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#1_sample#0_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#1_sample#0_tears_extract-24	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-24_run-0	24	GC	Agilent QTOF	negative	acquired-data-24_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#1_sample#1_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#1_sample#1_tears_extract-25	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-25_run-0	25	GC	Agilent QTOF	negative	acquired-data-25_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#1_sample#2_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#1_sample#2_tears_extract-26	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-26_run-0	26	GC	Agilent QTOF	negative	acquired-data-26_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#1_sample#3_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#1_sample#3_tears_extract-27	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-27_run-0	27	GC	Agilent QTOF	negative	acquired-data-27_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#2_sample#0_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#2_sample#0_tears_extract-28	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-28_run-0	28	GC	Agilent QTOF	negative	acquired-data-28_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#2_sample#1_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#2_sample#1_tears_extract-29	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-29_run-0	29	GC	Agilent QTOF	negative	acquired-data-29_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#2_sample#2_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#2_sample#2_tears_extract-30	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-30_run-0	30	GC	Agilent QTOF	negative	acquired-data-30_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#2_sample#3_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#2_sample#3_tears_extract-31	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-31_run-0	31	GC	Agilent QTOF	negative	acquired-data-31_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#3_sample#0_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#3_sample#0_tears_extract-32	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-32_run-0	32	GC	Agilent QTOF	negative	acquired-data-32_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#3_sample#1_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#3_sample#1_tears_extract-33	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-33_run-0	33	GC	Agilent QTOF	negative	acquired-data-33_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#3_sample#2_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#3_sample#2_tears_extract-34	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-34_run-0	34	GC	Agilent QTOF	negative	acquired-data-34_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#3_sample#3_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#3_sample#3_tears_extract-35	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-35_run-0	35	GC	Agilent QTOF	negative	acquired-data-35_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#4_sample#0_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#4_sample#0_tears_extract-36	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-36_run-0	36	GC	Agilent QTOF	negative	acquired-data-36_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#4_sample#1_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#4_sample#1_tears_extract-37	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-37_run-0	37	GC	Agilent QTOF	negative	acquired-data-37_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#4_sample#2_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#4_sample#2_tears_extract-38	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-38_run-0	38	GC	Agilent QTOF	negative	acquired-data-38_platform-GC_negative_run-0.mzml.gz
studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#4_sample#3_tears	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_c22300c9-5d6f-481c-aceb-e2e3586b6b28_subject#4_sample#3_tears_extract-39	GC-negative mass spectrometry	2019-08-29	Frank	assay-name-39_run-0	39	GC	Agilent QTOF	negative	acquired-data-39_platform-GC_negative_run-0.mzml.gz
