Sample Name	Protocol REF	Date	Performer	Parameter Value[chromatography instrument]	Parameter Value[chromatography column]	Parameter Value[elution program]	Extract Name	Protocol REF	Date	Performer	MS Assay Name	Parameter Value[randomized run order]	Parameter Value[injection mode]	Parameter Value[instrument]	Parameter Value[scan polarity]	Raw Spectral Data File
studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#2_sample#2_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#2_sample#2_sweat_extract-10	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-10_run-0	10	LC	Agilent QTOF	negative	acquired-data-10_platform-LC_negative_run-0.mzml.gz
studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#2_sample#3_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#2_sample#3_sweat_extract-11	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-11_run-0	11	LC	Agilent QTOF	negative	acquired-data-11_platform-LC_negative_run-0.mzml.gz
studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#3_sample#0_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#3_sample#0_sweat_extract-12	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-12_run-0	12	LC	Agilent QTOF	negative	acquired-data-12_platform-LC_negative_run-0.mzml.gz
studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#3_sample#1_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#3_sample#1_sweat_extract-13	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-13_run-0	13	LC	Agilent QTOF	negative	acquired-data-13_platform-LC_negative_run-0.mzml.gz
studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#3_sample#2_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#3_sample#2_sweat_extract-14	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-14_run-0	14	LC	Agilent QTOF	negative	acquired-data-14_platform-LC_negative_run-0.mzml.gz
studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#3_sample#3_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#3_sample#3_sweat_extract-15	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-15_run-0	15	LC	Agilent QTOF	negative	acquired-data-15_platform-LC_negative_run-0.mzml.gz
studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#4_sample#0_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#4_sample#0_sweat_extract-16	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-16_run-0	16	LC	Agilent QTOF	negative	acquired-data-16_platform-LC_negative_run-0.mzml.gz
studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#4_sample#1_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#4_sample#1_sweat_extract-17	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-17_run-0	17	LC	Agilent QTOF	negative	acquired-data-17_platform-LC_negative_run-0.mzml.gz
studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#4_sample#2_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#4_sample#2_sweat_extract-18	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-18_run-0	18	LC	Agilent QTOF	negative	acquired-data-18_platform-LC_negative_run-0.mzml.gz
studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#4_sample#3_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_49a02258-ccf9-4937-a63d-4a957fb323d9_subject#4_sample#3_sweat_extract-19	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-19_run-0	19	LC	Agilent QTOF	negative	acquired-data-19_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#0_sample#0_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#0_sample#0_sweat_extract-20	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-20_run-0	20	LC	Agilent QTOF	negative	acquired-data-20_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#0_sample#1_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#0_sample#1_sweat_extract-21	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-21_run-0	21	LC	Agilent QTOF	negative	acquired-data-21_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#0_sample#2_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#0_sample#2_sweat_extract-22	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-22_run-0	22	LC	Agilent QTOF	negative	acquired-data-22_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#0_sample#3_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#0_sample#3_sweat_extract-23	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-23_run-0	23	LC	Agilent QTOF	negative	acquired-data-23_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#1_sample#0_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#1_sample#0_sweat_extract-24	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-24_run-0	24	LC	Agilent QTOF	negative	acquired-data-24_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#1_sample#1_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#1_sample#1_sweat_extract-25	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-25_run-0	25	LC	Agilent QTOF	negative	acquired-data-25_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#1_sample#2_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#1_sample#2_sweat_extract-26	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-26_run-0	26	LC	Agilent QTOF	negative	acquired-data-26_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#1_sample#3_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#1_sample#3_sweat_extract-27	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-27_run-0	27	LC	Agilent QTOF	negative	acquired-data-27_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#2_sample#0_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#2_sample#0_sweat_extract-28	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-28_run-0	28	LC	Agilent QTOF	negative	acquired-data-28_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#2_sample#1_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#2_sample#1_sweat_extract-29	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-29_run-0	29	LC	Agilent QTOF	negative	acquired-data-29_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#2_sample#2_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#2_sample#2_sweat_extract-30	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-30_run-0	30	LC	Agilent QTOF	negative	acquired-data-30_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#2_sample#3_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#2_sample#3_sweat_extract-31	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-31_run-0	31	LC	Agilent QTOF	negative	acquired-data-31_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#3_sample#0_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#3_sample#0_sweat_extract-32	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-32_run-0	32	LC	Agilent QTOF	negative	acquired-data-32_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#3_sample#1_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#3_sample#1_sweat_extract-33	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-33_run-0	33	LC	Agilent QTOF	negative	acquired-data-33_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#3_sample#2_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#3_sample#2_sweat_extract-34	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-34_run-0	34	LC	Agilent QTOF	negative	acquired-data-34_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#3_sample#3_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#3_sample#3_sweat_extract-35	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-35_run-0	35	LC	Agilent QTOF	negative	acquired-data-35_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#4_sample#0_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#4_sample#0_sweat_extract-36	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-36_run-0	36	LC	Agilent QTOF	negative	acquired-data-36_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#4_sample#1_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#4_sample#1_sweat_extract-37	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-37_run-0	37	LC	Agilent QTOF	negative	acquired-data-37_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#4_sample#2_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#4_sample#2_sweat_extract-38	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-38_run-0	38	LC	Agilent QTOF	negative	acquired-data-38_platform-LC_negative_run-0.mzml.gz
studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#4_sample#3_sweat	metabolite extraction	2019-08-29	Alice	Agilent Q12324A	AB Hydroxyapatite	Acetonitrile 90%, water 10% for 30 min, flow rate: 1ml/min	studygroup_94b3e599-b5fa-4b72-97a8-d51c6a94cd7b_subject#4_sample#3_sweat_extract-39	LC-negative mass spectrometry	2019-08-29	Frank	assay-name-39_run-0	39	LC	Agilent QTOF	negative	acquired-data-39_platform-LC_negative_run-0.mzml.gz
